1000,784
1001,509
1002,733
1003,270
1004,379
1005,476
1006,761
1007,316
1008,490
1009,502
1010,460
1011,881
1012,489
1013,245
1014,408
1015,541
1016,275
1017,654
1018,738
1019,691
1020,652
1021,570
1022,710
1023,354
1024,128
1025,501
1026,746
1027,977
1028,764
1029,223
1030,246
1031,215
1032,195
1033,487
1034,664
1035,664
1036,521
1037,541
1038,675
1039,880
1040,448
1041,218
1042,457
1043,799
1044,433
1045,352
1046,910
1047,512
1048,129
1049,168
1050,105
1051,781
1052,982
1053,556
1054,464
1055,726
1056,791
1057,404
1058,555
1059,935
1060,732
1061,628
1062,772
1063,220
1064,159
1065,737
1066,751
1067,242
1068,232
1069,605
1070,694
1071,720
1072,761
1073,999
1074,443
1075,672
1076,238
1077,834
1078,787
1079,119
1080,162
1081,544
1082,957
1083,457
1084,280
1085,601
1086,859
1087,382
1088,330
1089,737
1090,588
1091,240
1092,783
1093,646
1094,351
1095,553
1096,476
1097,975
1098,466
1099,501
1100,494
1101,575
1102,544
1103,897
1104,364
1105,910
1106,490
1107,606
1108,514
1109,148
1110,253
1111,383
1112,210
1113,603
1114,642
1115,911
1116,298
1117,996
1118,223
1119,159
1120,873
1121,100
1122,854
1123,569
1124,687
1125,541
1126,319
1127,467
1128,183
1129,927
1130,152
1131,369
1132,456
1133,485
1134,431
1135,258
1136,484
1137,814
1138,339
1139,115
1140,394
1141,643
1142,723
1143,115
1144,529
1145,934
1146,335
1147,643
1148,629
1149,432
1150,229
1151,780
1152,257
1153,596
1154,104
1155,806
1156,830
1157,872
1158,488
1159,780
1160,134
1161,971
1162,839
1163,703
1164,718
1165,255
1166,777
1167,487
1168,603
1169,150
1170,219
1171,304
1172,259
1173,381
1174,862
1175,805
1176,675
1177,764
1178,263
1179,101
1180,367
1181,924
1182,113
1183,616
1184,279
1185,524
1186,333
1187,174
1188,543
1189,850
1190,484
1191,294
1192,614
1193,800
1194,915
1195,181
1196,120
1197,139
1198,242
1199,817
1200,753
1201,626
1202,704
1203,623
1204,436
1205,810
1206,233
1207,343
1208,935
1209,728
1210,600
1211,909
1212,213
1213,183
1214,945
1215,786
1216,716
1217,238
1218,505
1219,613
1220,489
1221,817
1222,948
1223,692
1224,240
1225,666
1226,697
1227,877
1228,175
1229,373
1230,286
1231,281
1232,830
1233,678
1234,181
1235,900
1236,647
1237,368
1238,117
1239,219
1240,146
1241,545
1242,249
1243,598
1244,942
1245,400
1246,922
1247,708
1248,460
1249,191
1250,317
1251,969
1252,264
1253,573
1254,331
1255,681
1256,930
1257,552
1258,473
1259,420
1260,561
1261,625
1262,897
1263,615
1264,466
1265,512
1266,496
1267,359
1268,343
1269,245
1270,739
1271,690
1272,762
1273,573
1274,538
1275,492
1276,867
1277,324
1278,855
1279,168
1280,697
1281,385
1282,479
1283,427
1284,175
1285,653
1286,805
1287,507
1288,779
1289,477
1290,395
1291,653
1292,133
1293,607
1294,891
1295,487
1296,572
1297,844
1298,705
1299,768
1300,537
1301,603
1302,966
1303,165
1304,572
1305,264
1306,643
1307,907
1308,617
1309,292
1310,282
1311,722
1312,631
1313,306
1314,213
1315,508
1316,675
1317,363
1318,920
1319,554
1320,170
1321,808
1322,930
1323,605
1324,666
1325,320
1326,905
1327,881
1328,156
1329,252
1330,351
1331,219
1332,641
1333,435
1334,814
1335,805
1336,645
1337,268
1338,491
1339,368
1340,473
1341,524
1342,272
1343,762
1344,920
1345,355
1346,128
1347,496
1348,150
1349,725
1350,629
1351,567
1352,390
1353,275
1354,353
1355,583
1356,225
1357,532
1358,300
1359,834
1360,548
1361,989
1362,748
1363,864
1364,167
1365,775
1366,638
1367,415
1368,659
1369,455
1370,256
1371,170
1372,673
1373,797
1374,973
1375,403
1376,884
1377,519
1378,482
1379,102
1380,708
1381,551
1382,522
1383,119
1384,447
1385,813
1386,716
1387,216
1388,249
1389,687
1390,586
1391,397
1392,609
1393,933
1394,382
1395,246
1396,616
1397,864
1398,225
1399,287
1400,631
1401,986
1402,892
1403,543
1404,224
1405,488
1406,993
1407,516
1408,153
1409,625
1410,335
1411,555
1412,478
1413,287
1414,874
1415,200
1416,848
1417,360
1418,640
1419,160
1420,421
1421,958
1422,649
1423,541
1424,863
1425,697
1426,402
1427,726
1428,575
1429,387
1430,821
1431,270
1432,470
1433,172
1434,582
1435,137
1436,823
1437,309
1438,400
1439,494
1440,937
1441,462
1442,878
1443,144
1444,555
1445,582
1446,163
1447,383
1448,547
1449,221
1450,261
1451,458
1452,702
1453,258
1454,540
1455,548
1456,489
1457,783
1458,914
1459,420
1460,436
1461,504
1462,383
1463,935
1464,483
1465,514
1466,517
1467,746
1468,173
1469,686
1470,375
1471,971
1472,367
1473,391
1474,120
1475,598
1476,382
1477,434
1478,699
1479,807
1480,902
1481,451
1482,170
1483,480
1484,260
1485,108
1486,130
1487,560
1488,747
1489,340
1490,296
1491,466
1492,575
1493,670
1494,136
1495,192
1496,944
1497,648
1498,677
1499,859
1500,407
1501,394
1502,818
1503,157
1504,887
1505,973
1506,236
1507,565
1508,241
1509,680
1510,941
1511,736
1512,991
1513,121
1514,887
1515,337
1516,673
1517,524
1518,669
1519,576
1520,512
1521,552
1522,587
1523,718
1524,911
1525,647
1526,318
1527,136
1528,578
1529,329
1530,902
1531,449
1532,144
1533,660
1534,358
1535,134
1536,378
1537,344
1538,860
1539,289
1540,649
1541,579
1542,865
1543,866
1544,351
1545,807
1546,133
1547,895
1548,295
1549,218
1550,471
1551,562
1552,452
1553,675
1554,253
1555,697
1556,644
1557,825
1558,152
1559,346
1560,147
1561,134
1562,641
1563,998
1564,225
1565,351
1566,423
1567,655
1568,326
1569,603
1570,690
1571,239
1572,508
1573,701
1574,633
1575,467
1576,696
1577,375
1578,846
1579,325
1580,642
1581,132
1582,800
1583,728
1584,928
1585,105
1586,916
1587,144
1588,788
1589,633
1590,438
1591,879
1592,305
1593,165
1594,461
1595,644
1596,346
1597,531
1598,332
1599,451
1600,784
1601,337
1602,822
1603,330
1604,127
1605,259
1606,878
1607,771
1608,305
1609,244
1610,622
1611,623
1612,228
1613,363
1614,509
1615,300
1616,870
1617,648
1618,203
1619,209
1620,550
1621,228
1622,359
1623,103
1624,318
1625,639
1626,251
1627,307
1628,974
1629,138
1630,224
1631,297
1632,228
1633,634
1634,808
1635,703
1636,462
1637,850
1638,917
1639,948
1640,647
1641,915
1642,349
1643,185
1644,386
1645,558
1646,819
1647,843
1648,192
1649,431
1650,403
1651,112
1652,423
1653,605
1654,709
1655,288
1656,823
1657,340
1658,913
1659,710
1660,577
1661,444
1662,568
1663,132
1664,790
1665,632
1666,884
1667,201
1668,992
1669,320
1670,788
1671,429
1672,773
1673,759
1674,929
1675,371
1676,501
1677,434
1678,812
1679,747
1680,870
1681,470
1682,509
1683,554
1684,247
1685,839
1686,654
1687,376
1688,631
1689,229
1690,445
1691,699
1692,239
1693,346
1694,517
1695,774
1696,425
1697,298
1698,836
1699,998
1700,108
1701,250
1702,821
1703,506
1704,155
1705,696
1706,864
1707,173
1708,237
1709,439
1710,352
1711,381
1712,115
1713,429
1714,821
1715,218
1716,992
1717,543
